artist,firstName,gender,itemInSession,lastName,length,level,location,sessionId,song,userId,user
Metallica,Jayden,M,19,Graves,306.46812,paid,"Marinette, WI-MI",594,Ain't My Bitch,25,Jayden Graves
AFI,Jayden,M,20,Graves,176.48281,paid,"Marinette, WI-MI",594,Miseria Cantare--The Beginning,25,Jayden Graves
Badly Drawn Boy,Jayden,M,21,Graves,306.46812,paid,"Marinette, WI-MI",594,Wider Than a Smile,25,Jayden Graves
Dante Thomas,Jayden,M,22,Graves,217.65178999999998,paid,"Marinette, WI-MI",594,Get It On,25,Jayden Graves
Shinedown,Jayden,M,23,Graves,204.01587,paid,"Marinette, WI-MI",594,Heroes (Album Version),25,Jayden Graves
MGMT,Bronson,M,1,Harris,264.17587000000003,free,"Eugene, OR",682,Time To Pretend,33,Bronson Harris
Last Days Of April,Jayden,M,24,Graves,185.39057,paid,"Marinette, WI-MI",594,Who's On The Phone?,25,Jayden Graves
Corinne Bailey Rae,Jayden,M,25,Graves,192.86158999999998,paid,"Marinette, WI-MI",594,Another Rainy Day,25,Jayden Graves
JosÃÂ© MercÃÂ©,Jayden,M,26,Graves,219.24526,paid,"Marinette, WI-MI",594,Primavera,25,Jayden Graves
Lady GaGa,Jayden,M,27,Graves,249.20771000000002,paid,"Marinette, WI-MI",594,Monster,25,Jayden Graves
Javier Ruibal,Jayden,M,28,Graves,286.95465,paid,"Marinette, WI-MI",594,Isla Mujeres,25,Jayden Graves
Finntroll,Jayden,M,29,Graves,280.37179,paid,"Marinette, WI-MI",594,SÃÂ¥ng,25,Jayden Graves
Nada Surf,Jayden,M,30,Graves,220.57751000000002,paid,"Marinette, WI-MI",594,Popular (LP Version),25,Jayden Graves
Redbone,Jayden,M,31,Graves,586.21342,paid,"Marinette, WI-MI",594,Sizzle Gets It Again,25,Jayden Graves
Frumpies,Anabelle,F,0,Simpson,134.47791,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",455,Hello Kitty,69,Anabelle Simpson
Kenny G with Peabo Bryson,Anabelle,F,1,Simpson,264.75057000000004,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",455,By The Time This Night Is Over,69,Anabelle Simpson
Biffy Clyro,Anabelle,F,2,Simpson,189.83138,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",455,God & Satan,69,Anabelle Simpson
HIM,Lily,F,1,Burns,212.06159,free,"New York-Newark-Jersey City, NY-NJ-PA",456,Beautiful,32,Lily Burns
Matmos,Joseph,M,0,Gutierrez,1449.1162800000002,free,"Columbia, SC",284,Supreme Balloon,75,Joseph Gutierrez
Gary Allan,Ryann,F,0,Smith,259.83955,free,"Palestine, TX",328,The One,92,Ryann Smith
Miracle Fortress,Ryann,F,1,Smith,200.9073,free,"Palestine, TX",328,Five Roses,92,Ryann Smith
Don Omar,Ryann,F,2,Smith,261.35465,free,"Palestine, TX",328,Cuentale,92,Ryann Smith
Jay-Z,Ryann,F,3,Smith,212.27057000000002,free,"Palestine, TX",328,D'Evils,92,Ryann Smith
Red Hot Chili Peppers,Ryann,F,4,Smith,231.33995,free,"Palestine, TX",328,Easily (Album Version),92,Ryann Smith
Flogging Molly,Chloe,F,1,Cuevas,361.9522,free,"San Francisco-Oakland-Hayward, CA",437,Rebels of the Sacred Heart,49,Chloe Cuevas
Reverend Horton Heat,Chloe,F,2,Cuevas,158.64118,free,"San Francisco-Oakland-Hayward, CA",437,Now_ Right Now,49,Chloe Cuevas
Sea Wolf,Chloe,F,3,Cuevas,232.61995,free,"San Francisco-Oakland-Hayward, CA",437,I Made A Resolution,49,Chloe Cuevas
Jason Mraz & Colbie Caillat,Chloe,F,4,Cuevas,189.6224,free,"San Francisco-Oakland-Hayward, CA",437,Lucky (Album Version),49,Chloe Cuevas
Jamie Lidell,Chloe,F,5,Cuevas,175.25506000000001,free,"San Francisco-Oakland-Hayward, CA",437,Enoughs Enough,49,Chloe Cuevas
Feist,Chloe,F,6,Cuevas,212.79302,free,"San Francisco-Oakland-Hayward, CA",437,Mushaboom (Postal Service Mix),49,Chloe Cuevas
Sex Slaves,Chloe,F,12,Cuevas,175.51628,free,"San Francisco-Oakland-Hayward, CA",437,We're Going Out Tonight,49,Chloe Cuevas
Rise Against,Chloe,F,1,Cuevas,169.482,free,"San Francisco-Oakland-Hayward, CA",469,To Them These Streets Belong,49,Chloe Cuevas
BeyoncÃÂ©,Mohammad,M,1,Rodriguez,359.54893,free,"Sacramento--Roseville--Arden-Arcade, CA",441,Get Me Bodied,88,Mohammad Rodriguez
Nate Dogg,Mohammad,M,2,Rodriguez,356.38812,free,"Sacramento--Roseville--Arden-Arcade, CA",441,Never Leave Me Alone,88,Mohammad Rodriguez
Taylor Swift,Cierra,F,1,Finley,233.89995,free,"Richmond, VA",443,Love Story,96,Cierra Finley
Lynyrd Skynyrd,Ryan,M,0,Smith,216.60689,free,"San Jose-Sunnyvale-Santa Clara, CA",452,Sweet home Alabama,26,Ryan Smith
Kelis,Cierra,F,2,Finley,293.58975,free,"Richmond, VA",443,Caught Out There (Explicit),96,Cierra Finley
The Kills,Cierra,F,3,Finley,203.38893000000002,free,"Richmond, VA",443,Last Day Of Magic,96,Cierra Finley
Collie Buddz featuring Paul Wall,Aleena,F,1,Kirby,271.62077,paid,"Waterloo-Cedar Falls, IA",448,What A Feeling,44,Aleena Kirby
Charttraxx Karaoke,Cierra,F,4,Finley,225.17506,free,"Richmond, VA",443,Fireflies,96,Cierra Finley
Band Of Horses,Aleena,F,2,Kirby,321.14893,paid,"Waterloo-Cedar Falls, IA",448,The Funeral (Album Version),44,Aleena Kirby
Coldplay,Aleena,F,3,Kirby,307.51302000000004,paid,"Waterloo-Cedar Falls, IA",448,Clocks,44,Aleena Kirby
Bon Jovi,Aleena,F,4,Kirby,228.75383,paid,"Waterloo-Cedar Falls, IA",448,Have A Nice Day,44,Aleena Kirby
P.O.D.,Aleena,F,5,Kirby,203.7024,paid,"Waterloo-Cedar Falls, IA",448,Alive (2006 Remastered Album Version),44,Aleena Kirby
Bloc Party,Aleena,F,6,Kirby,222.04036000000002,paid,"Waterloo-Cedar Falls, IA",448,Plans (Replanned by Mogwai),44,Aleena Kirby
Los Prisioneros,Aleena,F,7,Kirby,211.12117999999998,paid,"Waterloo-Cedar Falls, IA",448,Pa Pa Pa,44,Aleena Kirby
Octopus Project,Aleena,F,8,Kirby,175.25506000000001,paid,"Waterloo-Cedar Falls, IA",448,Lots More Stairs,44,Aleena Kirby
Roudoudou,Aleena,F,9,Kirby,18.41587,paid,"Waterloo-Cedar Falls, IA",448,Ecoute Ce Scratch,44,Aleena Kirby
Africando,Aleena,F,10,Kirby,253.54404,paid,"Waterloo-Cedar Falls, IA",448,Tierra Tradicional,44,Aleena Kirby
RUN-DMC Featuring Method Man_ Kenny Cash_ Mike Ransom_ and Jamel Simmons,Aleena,F,11,Kirby,266.52689,paid,"Waterloo-Cedar Falls, IA",448,Simmons Incorporated,44,Aleena Kirby
Graham Coxon,Colm,M,1,Santana,197.14567,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",414,I'm Goin' Away,67,Colm Santana
Queens Of The Stone Age,Aleena,F,12,Kirby,231.02649,paid,"Waterloo-Cedar Falls, IA",448,In The Fade,44,Aleena Kirby
Dance Gavin Dance,Colm,M,2,Santana,193.30567,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",414,Strawberry AndrÃÂ© (Album Version),67,Colm Santana
Passion Pit,Aleena,F,13,Kirby,243.69587,paid,"Waterloo-Cedar Falls, IA",448,Eyes As Candles,44,Aleena Kirby
Black Eyed Peas,Colm,M,4,Santana,229.61587000000003,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",414,Let's Get It Started,67,Colm Santana
Plastic Bertrand,Colm,M,5,Santana,180.00933999999998,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",414,Ca plane pour moi,67,Colm Santana
Cream,Colm,M,6,Santana,166.5824,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",414,Strange Brew,67,Colm Santana
Coldplay,Colm,M,7,Santana,284.39465,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",414,A Message,67,Colm Santana
Cute Is What We Aim For,Colm,M,8,Santana,172.22485,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",414,Sweat the Battle Before the Battle Sweats You (Album Version),67,Colm Santana
Metallica,Connar,M,0,Moreno,256.9922,free,"Houston-The Woodlands-Sugar Land, TX",218,Of Wolf And Man,62,Connar Moreno
The Kills,Connar,M,1,Moreno,217.70404,free,"Houston-The Woodlands-Sugar Land, TX",218,Tape Song,62,Connar Moreno
Foo Fighters,Connar,M,2,Moreno,271.38567,free,"Houston-The Woodlands-Sugar Land, TX",218,The Pretender,62,Connar Moreno
Plaid,Connar,M,3,Moreno,260.96281,free,"Houston-The Woodlands-Sugar Land, TX",218,Eyen [Chosen by fans on Warp20.net],62,Connar Moreno
The Van Pelt,Theodore,M,1,Harris,208.71791000000002,free,"Red Bluff, CA",462,It's New To Me,14,Theodore Harris
44,Ryan,M,1,Smith,224.57424,free,"San Jose-Sunnyvale-Santa Clara, CA",472,Make You Smile,26,Ryan Smith
Chris Brown,Rylan,M,1,George,275.1473,free,"Birmingham-Hoover, AL",446,I May Never Find,16,Rylan George
KT Tunstall,Ryan,M,2,Smith,170.47465,free,"San Jose-Sunnyvale-Santa Clara, CA",472,Black Horse And The Cherry Tree (Radio Version),26,Ryan Smith
Cascada,Rylan,M,2,George,184.39791,free,"Birmingham-Hoover, AL",446,Kids In America,16,Rylan George
Incubus,Ryan,M,3,Smith,293.38077000000004,free,"San Jose-Sunnyvale-Santa Clara, CA",472,Black Heart Inertia,26,Ryan Smith
Miike Snow,Tegan,F,1,Levine,220.83872999999997,paid,"Portland-South Portland, ME",435,Black & Blue,80,Tegan Levine
Cartola,Tegan,F,2,Levine,208.92689,paid,"Portland-South Portland, ME",435,Sala De RecepÃÂ§ÃÂ£o,80,Tegan Levine
Kill The Client,Tegan,F,3,Levine,70.68689,paid,"Portland-South Portland, ME",435,Commander In Thief,80,Tegan Levine
Wolfmother,Tegan,F,5,Levine,175.82975,paid,"Portland-South Portland, ME",435,Woman,80,Tegan Levine
Old Crow Medicine Show,Tegan,F,6,Levine,231.73179,paid,"Portland-South Portland, ME",435,Wagon Wheel,80,Tegan Levine
Architecture In Helsinki,Tegan,F,7,Levine,173.73995,paid,"Portland-South Portland, ME",435,Debbie,80,Tegan Levine
Charlie Louvin,Tegan,F,8,Levine,170.86649,paid,"Portland-South Portland, ME",435,I Think I'll Live,80,Tegan Levine
Miguel Morales,Tegan,F,9,Levine,270.78485,paid,"Portland-South Portland, ME",435,La Derrota de Un Don Juan,80,Tegan Levine
Dominique A,Tegan,F,10,Levine,153.20771000000002,paid,"Portland-South Portland, ME",435,Le Courage Des Oiseaux,80,Tegan Levine
Cock Sparrer,Tegan,F,11,Levine,203.25832,paid,"Portland-South Portland, ME",435,Run With The Blind,80,Tegan Levine
Jimmy Wakely,Tegan,F,12,Levine,165.74649,paid,"Portland-South Portland, ME",435,I Love You So Much It Hurts,80,Tegan Levine
Peter Doherty,Tegan,F,13,Levine,217.02485,paid,"Portland-South Portland, ME",435,A Little Death Around the Eyes,80,Tegan Levine
Katy Perry,Tegan,F,14,Levine,246.41261,paid,"Portland-South Portland, ME",435,Thinking Of You,80,Tegan Levine
Sidewalk Prophets,Molly,F,0,Taylor,260.62322,free,"St. Louis, MO-IL",464,You Love Me Anyway (Album),35,Molly Taylor
Rise Against,Molly,F,1,Taylor,221.17832,free,"St. Louis, MO-IL",464,Torches,35,Molly Taylor
K'Naan,Molly,F,2,Taylor,220.49913999999998,free,"St. Louis, MO-IL",464,Wavin'  Flag,35,Molly Taylor
Patrick Jumpen,Ryan,M,0,Smith,208.87465,free,"San Jose-Sunnyvale-Santa Clara, CA",480,Holiday,26,Ryan Smith
Alicia Keys,Ryan,M,1,Smith,216.47627999999997,free,"San Jose-Sunnyvale-Santa Clara, CA",480,Empire State Of Mind (Part II) Broken Down,26,Ryan Smith
Kenny G,Chloe,F,53,Cuevas,256.57424,paid,"San Francisco-Oakland-Hayward, CA",648,Everlasting,49,Chloe Cuevas
Randy Crawford,Chloe,F,54,Cuevas,251.40200000000002,paid,"San Francisco-Oakland-Hayward, CA",648,Rio De Janeiro Blue (Album Version),49,Chloe Cuevas
Placebo,Chloe,F,55,Cuevas,224.02567000000002,paid,"San Francisco-Oakland-Hayward, CA",648,Breathe Underwater,49,Chloe Cuevas
Poison The Well,Chloe,F,56,Cuevas,184.60689,paid,"San Francisco-Oakland-Hayward, CA",648,Riverside,49,Chloe Cuevas
Justin Bieber,Chloe,F,57,Cuevas,196.88443999999998,paid,"San Francisco-Oakland-Hayward, CA",648,U Smile,49,Chloe Cuevas
Type O Negative,Chloe,F,58,Cuevas,366.23627999999997,paid,"San Francisco-Oakland-Hayward, CA",648,Can't Lose You (Album Version),49,Chloe Cuevas
The All-American Rejects,Chloe,F,59,Cuevas,260.15302,paid,"San Francisco-Oakland-Hayward, CA",648,Happy Endings,49,Chloe Cuevas
Eminem,Mohammad,M,0,Rodriguez,252.73424,free,"Sacramento--Roseville--Arden-Arcade, CA",659,Still Don't Give A Fuck,88,Mohammad Rodriguez
Silversun Pickups,Chloe,F,60,Cuevas,353.61914,paid,"San Francisco-Oakland-Hayward, CA",648,Growing Old Is Getting Old (Album Version),49,Chloe Cuevas
Kid Rock,Chloe,F,61,Cuevas,396.72118,paid,"San Francisco-Oakland-Hayward, CA",648,New Orleans (Album Version),49,Chloe Cuevas
Clifford Brown,Chloe,F,62,Cuevas,662.83057,paid,"San Francisco-Oakland-Hayward, CA",648,Night In Tunisia,49,Chloe Cuevas
New Found Glory,Chloe,F,63,Cuevas,222.45832000000001,paid,"San Francisco-Oakland-Hayward, CA",648,My Friends Over You,49,Chloe Cuevas
Elton John,Chloe,F,64,Cuevas,417.01832,paid,"San Francisco-Oakland-Hayward, CA",648,Song For Guy,49,Chloe Cuevas
Hot Chip,Chloe,F,65,Cuevas,198.76526,paid,"San Francisco-Oakland-Hayward, CA",648,Tchaparian,49,Chloe Cuevas
Ratatat,Chloe,F,66,Cuevas,226.53342,paid,"San Francisco-Oakland-Hayward, CA",648,Loud Pipes,49,Chloe Cuevas
Tech N9ne,Chloe,F,67,Cuevas,345.5473,paid,"San Francisco-Oakland-Hayward, CA",648,Going Bad,49,Chloe Cuevas
Judy Cheeks,Chloe,F,68,Cuevas,333.08689,paid,"San Francisco-Oakland-Hayward, CA",648,So In Love (The Real Deal) (Frankie Foncett Vocal Mix),49,Chloe Cuevas
The Offspring,Chloe,F,69,Cuevas,167.65341999999998,paid,"San Francisco-Oakland-Hayward, CA",648,Cool To Hate (Album version),49,Chloe Cuevas
Arctic Monkeys,Chloe,F,70,Cuevas,177.84118,paid,"San Francisco-Oakland-Hayward, CA",648,Fake Tales Of San Francisco (Explicit),49,Chloe Cuevas
Pinback,Chloe,F,71,Cuevas,286.56281,paid,"San Francisco-Oakland-Hayward, CA",648,Penelope,49,Chloe Cuevas
Edwyn Collins,Chloe,F,72,Cuevas,235.91137999999998,paid,"San Francisco-Oakland-Hayward, CA",648,A Girl Like You,49,Chloe Cuevas
Air,Chloe,F,73,Cuevas,244.50567,paid,"San Francisco-Oakland-Hayward, CA",648,Venus,49,Chloe Cuevas
Los Lobos,Chloe,F,74,Cuevas,247.74485,paid,"San Francisco-Oakland-Hayward, CA",648,Good Morning Aztlan,49,Chloe Cuevas
Samael,Sylvie,F,0,Cruz,247.09179,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",677,God's Snake,10,Sylvie Cruz
Infected Mushroom,Kaleb,M,0,Cook,423.6273,free,"Yuba City, CA",616,Saeed,54,Kaleb Cook
Shaft,Kaleb,M,1,Cook,207.46403999999998,free,"Yuba City, CA",616,(Mucho Mambo) Sway,54,Kaleb Cook
Coldplay,Kaleb,M,2,Cook,307.51302000000004,free,"Yuba City, CA",616,Clocks,54,Kaleb Cook
The Kills,Kaleb,M,3,Cook,287.97342000000003,free,"Yuba City, CA",616,Wait,54,Kaleb Cook
Cut Copy,Kaleb,M,4,Cook,61.961999999999996,free,"Yuba City, CA",616,We Fight For Diamonds,54,Kaleb Cook
Telepath,Kaleb,M,5,Cook,304.19546,free,"Yuba City, CA",616,Globalized,54,Kaleb Cook
Daddy Yankee,Kaleb,M,6,Cook,214.77832,free,"Yuba City, CA",616,Somos De Calle,54,Kaleb Cook
Ennio Morricone,Kaleb,M,7,Cook,215.01342000000002,free,"Yuba City, CA",616,Chi Mai (El Profesional),54,Kaleb Cook
Moby,Bronson,M,0,Harris,240.74403999999998,free,"Eugene, OR",516,In This World,33,Bronson Harris
Plain White T's,Kaleb,M,8,Cook,232.202,free,"Yuba City, CA",616,Hey There Delilah,54,Kaleb Cook
The Hush Sound,Jordan,F,0,Hicks,192.46975,free,"Salinas, CA",581,A Dark Congregation (Album Version),37,Jordan Hicks
OneRepublic,Jordan,F,1,Hicks,212.32281,free,"Salinas, CA",581,Goodbye_ Apathy,37,Jordan Hicks
Linkin Park,Jizelle,F,1,Benjamin,183.97995,free,"Plymouth, IN",354,Runaway (Album Version),2,Jizelle Benjamin
Inverse,Jizelle,F,2,Benjamin,225.69751000000002,free,"Plymouth, IN",354,Spark My Soul (feat. Substantial),2,Jizelle Benjamin
The Ramones,Jizelle,F,3,Benjamin,210.18077000000002,free,"Plymouth, IN",354,Pet Semetary,2,Jizelle Benjamin
iio,Ryan,M,0,Smith,270.36689,free,"San Jose-Sunnyvale-Santa Clara, CA",670,Smooth,26,Ryan Smith
Britt Nicole,Jacob,M,0,Klein,247.48362999999998,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Say It,73,Jacob Klein
K's Choice,Jacob,M,1,Klein,206.78485,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Another Year,73,Jacob Klein
Sound 5,Jacob,M,2,Klein,451.21261,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Latin Static,73,Jacob Klein
10cc,Jacob,M,3,Klein,300.40771,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Hotel,73,Jacob Klein
Underworld,Jacob,M,4,Klein,700.81261,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Born Slippy,73,Jacob Klein
Plastilina Mosh,Jacob,M,5,Klein,222.95465,paid,"Tampa-St. Petersburg-Clearwater, FL",518,NiÃÂ±o Bomba,73,Jacob Klein
Billy Idol,Jacob,M,6,Klein,254.01424,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Yellin' At The Xmas Tree,73,Jacob Klein
Coko featuring Kirk Franklin,Jacob,M,7,Klein,249.3122,paid,"Tampa-St. Petersburg-Clearwater, FL",518,I Get Joy,73,Jacob Klein
Tech N9ne,Jacob,M,8,Klein,301.76608,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Thugged-Out,73,Jacob Klein
Kudai,Jacob,M,9,Klein,225.82812,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Ya Nada Queda,73,Jacob Klein
Slightly Stoopid,Jacob,M,10,Klein,158.71955,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Till It Gets Wet,73,Jacob Klein
The Killers,Jacob,M,11,Klein,254.85016000000002,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Daddy's Eyes,73,Jacob Klein
Final Fantasy,Jacob,M,12,Klein,152.97261,paid,"Tampa-St. Petersburg-Clearwater, FL",518,None Of You Will Ever See A Penny,73,Jacob Klein
Snow Patrol,Jacob,M,13,Klein,200.93341999999998,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Crack The Shutters,73,Jacob Klein
Jorge Drexler,Jacob,M,18,Klein,224.57424,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Ganas De Ti (Album Version),73,Jacob Klein
Emmy The Great,Jacob,M,19,Klein,204.79955,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Mia,73,Jacob Klein
Big Tymers / Gotti / TQ / Mikkey,Jacob,M,20,Klein,222.40607999999997,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Sunny Day,73,Jacob Klein
Molotov,Jacob,M,21,Klein,210.07627999999997,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Frijolero,73,Jacob Klein
Tub Ring,Lily,F,0,Burns,233.69097999999997,free,"New York-Newark-Jersey City, NY-NJ-PA",646,Invalid,32,Lily Burns
Gin Blossoms,Mohammad,M,0,Rodriguez,233.482,free,"Sacramento--Roseville--Arden-Arcade, CA",679,Day Job,88,Mohammad Rodriguez
Che Sudaka,Jacob,M,22,Klein,160.49587,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Bihotza,73,Jacob Klein
Audioslave,Lily,F,1,Burns,273.65832,free,"New York-Newark-Jersey City, NY-NJ-PA",646,Yesterday To Tomorrow,32,Lily Burns
Erin Bode,Jacob,M,23,Klein,252.05506,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Here_ There And Everywhere,73,Jacob Klein
Calle 13,Mohammad,M,1,Rodriguez,239.3073,free,"Sacramento--Roseville--Arden-Arcade, CA",679,AtrÃÂ©vete te te,88,Mohammad Rodriguez
Selena Gomez & The Scene,Lily,F,2,Burns,184.65913999999998,free,"New York-Newark-Jersey City, NY-NJ-PA",646,Falling Down,32,Lily Burns
Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Jacob,M,24,Klein,277.15873,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),73,Jacob Klein
Colbie Caillat,Jacob,M,25,Klein,233.16852999999998,paid,"Tampa-St. Petersburg-Clearwater, FL",518,I Never Told You,73,Jacob Klein
The Black Crowes,Jacob,M,26,Klein,223.65995,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Mellow Down Easy,73,Jacob Klein
Aloe Blacc,Jacob,M,27,Klein,244.1922,paid,"Tampa-St. Petersburg-Clearwater, FL",518,I Need A Dollar,73,Jacob Klein
Datarock,Jacob,M,28,Klein,169.50812,paid,"Tampa-St. Petersburg-Clearwater, FL",518,True Stories,73,Jacob Klein
Benjy Ferree,Jacob,M,29,Klein,169.89995,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Fear,73,Jacob Klein
Lighter Shade of Brown,Jacob,M,30,Klein,211.85261,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Homies,73,Jacob Klein
Kinky,Jacob,M,31,Klein,190.92853,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Soun Tha Mi Primer Amor,73,Jacob Klein
Pepper,Jacob,M,32,Klein,139.98975,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Blackout,73,Jacob Klein
Lionel Richie,Jacob,M,33,Klein,249.62567,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Hello,73,Jacob Klein
Fat Freddys Drop,Jacob,M,34,Klein,431.28118,paid,"Tampa-St. Petersburg-Clearwater, FL",518,The Raft,73,Jacob Klein
Aqua,Jacob,M,35,Klein,201.92608,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Doctor Jones,73,Jacob Klein
Arctic Monkeys,Jacob,M,36,Klein,193.43628,paid,"Tampa-St. Petersburg-Clearwater, FL",518,From The Ritz To The Rubble,73,Jacob Klein
The Crests,Avery,F,3,Watkins,182.88281,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,16 Candles,30,Avery Watkins
Onra,Jacob,M,37,Klein,120.94649,paid,"Tampa-St. Petersburg-Clearwater, FL",518,TAKE A RIDE,73,Jacob Klein
Jets To Brazil,Jacob,M,38,Klein,305.73669,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Cat Heaven,73,Jacob Klein
Extreme,Avery,F,4,Watkins,238.99382999999997,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,More Than Words,30,Avery Watkins
John Mayer,Avery,F,5,Watkins,269.71383,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,Heartbreak Warfare,30,Avery Watkins
The Knife,Jacob,M,39,Klein,292.54485,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Silent Shout,73,Jacob Klein
Nelson Ned,Avery,F,6,Watkins,187.24526,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,Eu Gosto Tanto De Voce,30,Avery Watkins
The Mars Volta,Jacob,M,40,Klein,472.39790999999997,paid,"Tampa-St. Petersburg-Clearwater, FL",518,With Twilight as My Guide,73,Jacob Klein
Cyan Velvet Project,Avery,F,7,Watkins,205.16526000000002,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,Dead Skin (edit),30,Avery Watkins
Tub Ring,Avery,F,8,Watkins,233.69097999999997,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,Invalid,30,Avery Watkins
Thee Silver Mountain Reveries,Jacob,M,41,Klein,587.38893,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Microphones in the Trees,73,Jacob Klein
Red Hot Chili Peppers,Avery,F,9,Watkins,334.65424,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,Snow [Hey Oh] (Album Version),30,Avery Watkins
Metallica,Jacob,M,42,Klein,515.2126099999999,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Master Of Puppets,73,Jacob Klein
Bikini Kill,Jacob,M,43,Klein,149.81179,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Reject All American,73,Jacob Klein
The Black Keys,Jacob,M,44,Klein,204.59056999999999,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Every Lasting Light,73,Jacob Klein
Jake Hess,Jacob,M,45,Klein,199.26158999999998,paid,"Tampa-St. Petersburg-Clearwater, FL",518,You And Me Jesus,73,Jacob Klein
B.o.B,Jacob,M,46,Klein,269.63546,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Nothin' On You [feat. Bruno Mars] (Album Version),73,Jacob Klein
Collective Soul,Jacob,M,47,Klein,155.29751000000002,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Reunion (LP Version),73,Jacob Klein
Three Drives,Jacob,M,48,Klein,411.6371,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Greece 2000,73,Jacob Klein
Vanity Fare,Jacob,M,49,Klein,152.86812,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Early In The Morning,73,Jacob Klein
Drake / Kanye West / Lil Wayne / Eminem,Jacob,M,50,Klein,357.66812000000004,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Forever,73,Jacob Klein
Aleks Syntek,Stefany,F,1,White,300.14649,free,"Lubbock, TX",649,Tu Necesitas (2008 Digital Remaster),83,Stefany White
The Grapes Of Wrath,Stefany,F,2,White,138.05669,free,"Lubbock, TX",649,All The Things I Wasn't,83,Stefany White
Rilo Kiley,Stefany,F,3,White,215.64036000000002,free,"Lubbock, TX",649,Silver Lining (Album Version),83,Stefany White
Lonnie Gordon,Stefany,F,4,White,181.21098,free,"Lubbock, TX",649,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),83,Stefany White
Matt Costa,Ava,F,0,Robinson,246.02077000000003,free,"New Haven-Milford, CT",669,Unfamiliar Faces,50,Ava Robinson
Capital Inicial,Jaleah,F,0,Hayes,228.67546000000002,paid,"San Antonio-New Braunfels, TX",113,FÃÂ¡tima,70,Jaleah Hayes
A Day To Remember,Jaleah,F,2,Hayes,243.22567,paid,"San Antonio-New Braunfels, TX",113,If It Means A Lot To You,70,Jaleah Hayes
Jack Johnson,Jaleah,F,3,Hayes,236.93016,paid,"San Antonio-New Braunfels, TX",113,Bubble Toes,70,Jaleah Hayes
Gorillaz,Jaleah,F,4,Hayes,246.17751,paid,"San Antonio-New Braunfels, TX",113,DARE,70,Jaleah Hayes
Jason Mraz,Jaleah,F,5,Hayes,220.18567000000002,paid,"San Antonio-New Braunfels, TX",113,You And I Both (LP Version),70,Jaleah Hayes
